Post_ID,Post_Date,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level
Post_889,2022-02-09,TikTok,#Music,Tweet,Brazil,1963015,417328,41576,3075,Low
Post_1082,2023-12-22,Instagram,#Music,Live Stream,Brazil,1889541,357123,24263,35214,Low
Post_1101,2023-11-06,TikTok,#Music,Tweet,Brazil,3648938,224759,88368,34806,High
Post_1855,2023-10-15,TikTok,#Music,Tweet,Brazil,2933265,63406,15539,48828,Medium
Post_2039,2022-10-03,Instagram,#Music,Post,Brazil,2739421,200623,11202,32797,Low
Post_2140,2023-04-09,Instagram,#Music,Reel,Brazil,2854637,188755,50133,48809,Low
Post_2222,2023-10-05,Instagram,#Music,Video,Brazil,3603843,331779,44762,42966,Medium
Post_2467,2022-06-26,TikTok,#Music,Live Stream,Brazil,1024956,294506,13536,48320,High
Post_2581,2022-09-09,TikTok,#Music,Tweet,Brazil,570572,194018,31840,38584,High
Post_2697,2022-02-15,TikTok,#Music,Reel,Brazil,569180,209463,31428,22627,High
Post_2786,2022-02-02,Instagram,#Music,Tweet,Brazil,3824375,327312,21152,33353,Low
Post_2790,2022-04-24,TikTok,#Music,Shorts,Brazil,696436,342863,72320,35891,Low
Post_3069,2022-01-08,Instagram,#Music,Reel,Brazil,961891,487176,12329,34064,Low
Post_3205,2022-02-14,TikTok,#Music,Tweet,Brazil,3946834,394401,54346,6258,Medium
Post_3364,2023-09-19,Instagram,#Music,Shorts,Brazil,2411833,294331,39137,41720,High
Post_3371,2023-09-17,Instagram,#Music,Shorts,Brazil,1405761,376444,44939,49230,Low
Post_3666,2022-12-01,Instagram,#Music,Tweet,Brazil,4335301,193543,50186,36208,Low
Post_3806,2022-07-13,TikTok,#Music,Shorts,Brazil,2316075,341056,63956,40502,Medium
Post_3921,2023-11-03,TikTok,#Music,Live Stream,Brazil,1210794,86602,90843,3257,Low
Post_4114,2023-04-28,Instagram,#Music,Live Stream,Brazil,3042134,227819,20776,10220,Low
Post_4208,2022-06-19,Instagram,#Music,Video,Brazil,4327143,390643,65125,484,Low
Post_4292,2023-09-04,TikTok,#Music,Reel,Brazil,50353,338919,5571,36018,Medium
Post_4440,2022-03-11,TikTok,#Music,Tweet,Brazil,2289790,171584,8515,44817,Medium
Post_4616,2022-12-28,TikTok,#Music,Live Stream,Brazil,2365962,466145,84706,38723,Low
Post_4690,2022-03-07,TikTok,#Music,Shorts,Brazil,3309158,79745,27743,17516,Low
Post_4703,2022-03-22,Instagram,#Music,Shorts,Brazil,4903978,68921,75527,6533,Low
Post_174,2023-12-25,TikTok,#Tech,Tweet,Brazil,2784320,373955,22997,15361,High
Post_359,2022-05-17,Instagram,#Tech,Post,Brazil,3573199,332761,15013,41115,Low
Post_680,2022-06-22,Instagram,#Tech,Video,Brazil,1904069,426897,58669,35210,High
Post_719,2023-01-07,TikTok,#Tech,Video,Brazil,3741285,240172,97499,49443,Medium
Post_928,2022-08-09,TikTok,#Tech,Reel,Brazil,1342285,474723,90043,13175,Low
Post_998,2023-09-12,Instagram,#Tech,Reel,Brazil,4190005,84964,50369,19038,High
Post_1141,2022-07-27,TikTok,#Tech,Post,Brazil,4569045,140232,946,8215,Medium
Post_1158,2022-01-03,Instagram,#Tech,Video,Brazil,1135196,106116,41569,21497,Medium
Post_1279,2023-10-01,TikTok,#Tech,Live Stream,Brazil,4820047,240695,76116,10533,Low
Post_1288,2022-06-20,TikTok,#Tech,Tweet,Brazil,1622096,119815,41769,1529,Medium
Post_1518,2022-07-25,Instagram,#Tech,Shorts,Brazil,2804201,214403,58405,45421,High
Post_1625,2023-01-20,Instagram,#Tech,Video,Brazil,4003118,146736,23416,41111,Medium
Post_1959,2022-01-13,TikTok,#Tech,Reel,Brazil,2436246,264035,22806,41438,Low
Post_2053,2022-02-22,Instagram,#Tech,Shorts,Brazil,1044357,263951,69315,12306,Medium
Post_2951,2022-06-27,TikTok,#Tech,Live Stream,Brazil,880025,262765,56763,25619,Low
Post_3275,2022-09-28,Instagram,#Tech,Post,Brazil,384054,131704,17338,882,Low
Post_3284,2023-01-24,TikTok,#Tech,Live Stream,Brazil,3269635,169488,24750,4980,Low
Post_3323,2022-12-14,TikTok,#Tech,Tweet,Brazil,3546258,423159,10438,983,Medium
Post_3365,2022-08-18,Instagram,#Tech,Reel,Brazil,528143,357050,25187,1365,Medium
Post_3402,2022-11-09,Instagram,#Tech,Tweet,Brazil,2822791,420187,28350,34025,Medium
Post_3421,2023-12-24,Instagram,#Tech,Shorts,Brazil,285407,69051,12083,38231,Low
Post_3426,2022-02-19,TikTok,#Tech,Live Stream,Brazil,4565376,202584,40628,42222,Low
Post_3842,2022-01-22,TikTok,#Tech,Video,Brazil,112432,104899,35468,38042,High
Post_4220,2022-12-15,TikTok,#Tech,Video,Brazil,3545322,276967,4261,27752,Low
Post_4363,2022-11-19,TikTok,#Tech,Live Stream,Brazil,4012898,181340,98327,31111,Low
Post_4432,2022-03-14,TikTok,#Tech,Video,Brazil,1587926,454473,51082,30682,Medium
Post_4689,2023-01-22,TikTok,#Tech,Shorts,Brazil,826021,58506,48743,43924,Low
Post_4761,2022-11-15,Instagram,#Tech,Live Stream,Brazil,1650036,304588,15654,19851,High
Post_4794,2023-07-25,Instagram,#Tech,Video,Brazil,1986024,232499,19425,23352,Low
Post_245,2023-09-26,TikTok,#Viral,Post,Brazil,1828433,126683,82181,48618,Low
Post_408,2022-02-11,Instagram,#Viral,Shorts,Brazil,908633,408446,85164,12149,High
Post_459,2023-11-16,Instagram,#Viral,Shorts,Brazil,3848863,404283,78130,41057,Low
Post_1088,2023-02-22,TikTok,#Viral,Reel,Brazil,243690,434643,49661,16049,Low
Post_1254,2023-01-22,Instagram,#Viral,Video,Brazil,3442475,429165,1181,16421,Medium
Post_1654,2023-06-12,TikTok,#Viral,Post,Brazil,4464275,97838,62114,22434,Medium
Post_1890,2022-01-11,TikTok,#Viral,Shorts,Brazil,2005876,221371,29199,3389,High
Post_2615,2023-05-24,TikTok,#Viral,Live Stream,Brazil,2815065,428338,96688,9583,Medium
Post_2857,2023-05-20,Instagram,#Viral,Shorts,Brazil,2337596,467029,77732,4729,Low
Post_3141,2023-12-20,TikTok,#Viral,Shorts,Brazil,1546442,244895,62161,17635,Medium
Post_3311,2023-07-05,Instagram,#Viral,Live Stream,Brazil,478152,134611,34849,19291,Low
Post_3314,2022-11-27,TikTok,#Viral,Reel,Brazil,3832572,378209,5033,40043,Medium
Post_3352,2022-05-13,Instagram,#Viral,Shorts,Brazil,2607404,75633,52102,12416,High
Post_3400,2023-07-01,TikTok,#Viral,Video,Brazil,705147,61971,67431,44195,High
Post_3422,2022-09-29,Instagram,#Viral,Live Stream,Brazil,2018387,316555,60967,2987,High
Post_3432,2022-05-04,TikTok,#Viral,Post,Brazil,1606939,89948,85169,32539,Medium
Post_3502,2023-02-09,TikTok,#Viral,Shorts,Brazil,3952374,129506,46745,34769,Medium
Post_3944,2022-04-03,Instagram,#Viral,Live Stream,Brazil,2476219,352894,54154,45066,Low
Post_3964,2022-12-02,Instagram,#Viral,Shorts,Brazil,2561592,417783,857,23063,Medium
Post_4052,2023-09-19,Instagram,#Viral,Live Stream,Brazil,3442649,448032,36711,48874,Medium
Post_4085,2022-02-04,Instagram,#Viral,Post,Brazil,1836143,478208,99728,23179,High
Post_4730,2022-11-04,Instagram,#Viral,Video,Brazil,71482,226507,35353,35679,Medium
Post_4893,2022-09-07,TikTok,#Viral,Live Stream,Brazil,639352,82049,47045,24740,Low
Post_4937,2023-08-02,TikTok,#Viral,Video,Brazil,3896115,384851,69960,6540,High
Post_344,2022-01-21,Instagram,#Challenge,Video,Canada,121735,293092,98179,41884,Low
Post_424,2022-08-08,Instagram,#Challenge,Live Stream,Canada,3592674,160629,8445,9171,Medium
Post_449,2022-12-30,TikTok,#Challenge,Tweet,Canada,112544,12459,57771,44943,Low
Post_786,2023-11-01,TikTok,#Challenge,Shorts,Canada,2934644,317216,61336,35193,High
Post_1007,2022-04-15,Instagram,#Challenge,Video,Canada,2980875,23957,13444,22622,High
Post_1281,2023-10-29,Instagram,#Challenge,Shorts,Canada,3373662,127818,52586,17121,Medium
Post_1520,2023-03-30,TikTok,#Challenge,Reel,Canada,3678271,388515,29923,39653,Medium
Post_1641,2023-11-12,TikTok,#Challenge,Post,Canada,2940659,29714,29002,45381,Medium
Post_1716,2023-04-27,Instagram,#Challenge,Live Stream,Canada,4986208,327244,16672,27570,Medium
Post_1886,2023-12-22,Instagram,#Challenge,Reel,Canada,849631,341563,84777,14097,High
Post_2096,2022-11-30,TikTok,#Challenge,Shorts,Canada,94169,128922,215,48847,High
Post_2320,2022-03-21,Instagram,#Challenge,Reel,Canada,3082916,70195,7912,15188,Medium
Post_2345,2022-02-19,Instagram,#Challenge,Video,Canada,358197,302752,72799,21197,Medium
Post_2772,2022-10-16,Instagram,#Challenge,Tweet,Canada,3093066,372946,38682,18578,High
Post_2875,2023-08-04,Instagram,#Challenge,Live Stream,Canada,701100,318884,45392,11881,Medium
Post_2918,2022-06-01,Instagram,#Challenge,Shorts,Canada,4050217,331829,65620,38905,Medium
Post_2943,2022-04-08,TikTok,#Challenge,Tweet,Canada,1649017,231068,47895,22587,High
Post_3412,2023-08-15,Instagram,#Challenge,Video,Canada,1498441,104553,44545,30245,High
Post_3435,2022-09-13,Instagram,#Challenge,Reel,Canada,2732791,118006,19060,32402,High
Post_3465,2023-12-04,TikTok,#Challenge,Live Stream,Canada,912265,111049,54953,692,Medium
Post_3605,2022-05-29,Instagram,#Challenge,Live Stream,Canada,1700132,81658,81466,33991,High
Post_3726,2022-01-08,TikTok,#Challenge,Post,Canada,664480,402282,61942,49243,High
Post_4315,2022-04-20,Instagram,#Challenge,Post,Canada,712323,159720,86640,24901,High
Post_4354,2022-10-14,TikTok,#Challenge,Shorts,Canada,847940,380765,39970,29031,High
Post_4608,2023-11-01,TikTok,#Challenge,Live Stream,Canada,2317796,452942,67692,9904,High
Post_4636,2023-11-09,TikTok,#Challenge,Shorts,Canada,3508583,426856,29746,3883,Low
Post_4705,2022-06-10,Instagram,#Challenge,Shorts,Canada,642028,8962,37402,31693,Low
Post_4848,2023-10-13,Instagram,#Challenge,Live Stream,Canada,1015588,461019,50137,8384,Medium
Post_619,2023-12-14,Instagram,#Comedy,Reel,Canada,3118393,322469,26532,6589,Low
Post_681,2022-09-13,TikTok,#Comedy,Tweet,Canada,937337,361483,94541,17820,High
Post_694,2022-04-19,Instagram,#Comedy,Video,Canada,1038860,442713,28298,40618,Medium
Post_917,2023-10-03,Instagram,#Comedy,Reel,Canada,454350,156235,70705,24595,Low
Post_1266,2022-01-02,TikTok,#Comedy,Video,Canada,1714956,137707,28180,47207,Medium
Post_1363,2023-04-23,TikTok,#Comedy,Video,Canada,1009899,476137,3228,47964,Low
Post_1502,2023-12-15,Instagram,#Comedy,Video,Canada,3239663,288436,94297,5399,High
Post_1710,2023-10-22,TikTok,#Comedy,Shorts,Canada,1882409,24262,55206,31018,Medium
Post_1823,2022-10-21,Instagram,#Comedy,Shorts,Canada,1377720,464859,14355,4959,Medium
Post_1874,2022-12-08,Instagram,#Comedy,Tweet,Canada,4918275,335200,77799,37203,High
Post_1963,2022-12-19,Instagram,#Comedy,Reel,Canada,191209,33804,49670,39284,High
Post_2191,2023-06-25,Instagram,#Comedy,Live Stream,Canada,3712830,135258,87420,47950,High
Post_2241,2023-02-21,TikTok,#Comedy,Tweet,Canada,2204106,441761,7826,15774,Low
Post_2501,2022-09-02,TikTok,#Comedy,Tweet,Canada,566432,123321,33394,35085,High
Post_2519,2022-06-04,TikTok,#Comedy,Reel,Canada,4657315,76313,37855,4252,Medium
Post_2552,2023-06-04,TikTok,#Comedy,Live Stream,Canada,556068,40772,70937,39800,High
Post_2599,2023-10-15,Instagram,#Comedy,Tweet,Canada,895082,165876,33670,43357,Low
Post_2753,2022-12-14,Instagram,#Comedy,Shorts,Canada,4425278,417054,96321,45234,Medium
Post_2814,2023-06-21,TikTok,#Comedy,Post,Canada,4052947,12513,92796,34676,Medium
Post_2878,2022-05-13,Instagram,#Comedy,Post,Canada,4599775,330663,79218,13710,Medium
Post_2902,2023-05-07,TikTok,#Comedy,Tweet,Canada,1862650,430821,70873,12179,Medium
Post_2963,2022-03-07,TikTok,#Comedy,Video,Canada,4059525,396471,82515,13107,Low
Post_3041,2023-03-01,Instagram,#Comedy,Video,Canada,1731012,250378,88088,45704,Medium
Post_3053,2022-09-09,Instagram,#Comedy,Post,Canada,1119674,109989,80729,8816,Medium
Post_3101,2023-03-16,TikTok,#Comedy,Video,Canada,660799,409848,69179,3207,Medium
Post_3277,2023-09-22,TikTok,#Comedy,Reel,Canada,2786558,475485,53156,20811,Low
Post_3653,2023-12-12,Instagram,#Comedy,Reel,Canada,3699879,213072,16388,34755,Medium
Post_3673,2023-10-23,TikTok,#Comedy,Tweet,Canada,3232841,27472,18187,21421,Medium
Post_3756,2022-11-07,TikTok,#Comedy,Reel,Canada,2055988,477781,59040,12295,Low
Post_3761,2022-07-06,Instagram,#Comedy,Reel,Canada,4337899,360339,90144,26248,Medium
Post_3788,2022-07-10,Instagram,#Comedy,Live Stream,Canada,1831366,219055,32009,33612,High
Post_3802,2022-10-12,TikTok,#Comedy,Reel,Canada,419884,80341,79803,14047,Low
Post_3968,2022-03-31,TikTok,#Comedy,Reel,Canada,1896555,325635,90256,42579,Medium
Post_4002,2023-11-21,Instagram,#Comedy,Live Stream,Canada,4239953,55663,86769,31454,Low
Post_4035,2023-11-13,TikTok,#Comedy,Post,Canada,1733587,64486,7705,46480,High
Post_4046,2022-09-09,TikTok,#Comedy,Video,Canada,1258147,114548,75062,5195,Low
Post_4138,2022-12-18,Instagram,#Comedy,Tweet,Canada,13578,485916,39122,29109,High
Post_4245,2022-12-02,TikTok,#Comedy,Post,Canada,620949,146546,84429,28169,Low
Post_4681,2023-04-20,Instagram,#Comedy,Video,Canada,4309722,32734,77691,11883,High
Post_4791,2023-08-16,TikTok,#Comedy,Live Stream,Canada,2247336,416253,29943,37996,Low
Post_4962,2023-10-26,Instagram,#Comedy,Live Stream,Canada,967265,58292,57181,4253,Low
Post_198,2022-06-02,TikTok,#Dance,Post,Canada,2440215,199343,53628,10359,Medium
Post_244,2023-08-16,TikTok,#Dance,Video,Canada,1556267,56055,12612,20474,Low
Post_317,2023-04-03,Instagram,#Dance,Video,Canada,567122,489613,6414,13429,Low
Post_573,2022-04-12,TikTok,#Dance,Video,Canada,885342,214451,28768,31466,High
Post_575,2023-06-22,Instagram,#Dance,Reel,Canada,4694304,15155,48834,46703,Low
Post_801,2022-03-09,Instagram,#Dance,Reel,Canada,34258,99120,37011,3149,High
Post_861,2023-06-25,Instagram,#Dance,Tweet,Canada,224458,277150,61218,38779,Medium
Post_922,2022-02-28,Instagram,#Dance,Tweet,Canada,850931,6573,15362,16594,Medium
Post_1053,2022-02-03,Instagram,#Dance,Shorts,Canada,2414079,453772,12971,44775,Medium
Post_1087,2023-10-18,TikTok,#Dance,Tweet,Canada,332982,248040,43908,44462,High
Post_1093,2023-01-30,Instagram,#Dance,Post,Canada,3724442,459724,55807,9912,Medium
Post_1153,2023-11-16,Instagram,#Dance,Reel,Canada,2912775,178086,11014,25511,Medium
Post_1293,2023-02-16,Instagram,#Dance,Post,Canada,3105914,310842,86059,25445,Low
Post_1610,2023-12-08,Instagram,#Dance,Live Stream,Canada,685984,84562,38364,24145,High
Post_1843,2022-07-26,Instagram,#Dance,Live Stream,Canada,1715056,386316,69991,15257,High
Post_1945,2023-03-16,Instagram,#Dance,Shorts,Canada,2260054,333540,87685,15277,Medium
Post_1974,2022-06-05,Instagram,#Dance,Live Stream,Canada,73305,71221,51250,7922,Medium
Post_2076,2022-06-03,TikTok,#Dance,Reel,Canada,4935367,456736,55765,42618,High
Post_2281,2022-12-13,Instagram,#Dance,Post,Canada,4021492,455615,5258,11806,Medium
Post_2340,2022-04-07,TikTok,#Dance,Shorts,Canada,3831295,342163,18158,42891,Low
Post_2364,2022-08-28,Instagram,#Dance,Reel,Canada,3265277,458051,29284,27213,High
Post_2457,2023-01-04,TikTok,#Dance,Live Stream,Canada,4730930,442721,55560,33554,High
Post_2644,2023-04-27,Instagram,#Dance,Live Stream,Canada,2552873,342534,85291,24004,High
Post_2740,2022-09-30,Instagram,#Dance,Shorts,Canada,3529950,52867,17076,23240,High
Post_2816,2023-09-01,Instagram,#Dance,Reel,Canada,2608658,98810,82993,34706,High
Post_3102,2022-06-29,Instagram,#Dance,Live Stream,Canada,156951,408508,7362,30622,Medium
Post_3192,2022-11-07,Instagram,#Dance,Video,Canada,675381,235103,16489,18896,Low
Post_3199,2022-05-11,Instagram,#Dance,Post,Canada,1145849,287542,90299,42322,High
Post_3331,2022-03-24,Instagram,#Dance,Video,Canada,2994745,447160,13987,33907,Low
Post_3428,2023-08-12,TikTok,#Dance,Shorts,Canada,4673736,486676,75401,33083,Low
Post_3689,2022-03-06,TikTok,#Dance,Reel,Canada,2248823,185414,40492,35212,High
Post_3840,2023-08-20,Instagram,#Dance,Post,Canada,1699359,78852,19916,1843,High
Post_3846,2022-10-04,TikTok,#Dance,Reel,Canada,4613461,351092,91775,10999,Low
Post_3941,2023-08-14,Instagram,#Dance,Live Stream,Canada,2030560,466132,51434,46110,Low
Post_4503,2022-12-17,Instagram,#Dance,Reel,Canada,399317,482528,46641,40719,Low
Post_4529,2022-11-19,TikTok,#Dance,Shorts,Canada,2787078,211378,66396,30882,High
Post_4743,2022-09-26,TikTok,#Dance,Tweet,Canada,505720,140570,2510,17156,Low
Post_4815,2022-02-10,TikTok,#Dance,Post,Canada,140078,197896,13399,27986,Low
Post_115,2022-07-17,Instagram,#Education,Tweet,Canada,1599554,364748,16705,8949,High
Post_135,2023-07-25,TikTok,#Education,Live Stream,Canada,707841,133933,46058,45912,High
Post_146,2022-04-08,Instagram,#Education,Reel,Canada,964498,194879,76029,34998,High
Post_249,2022-10-29,TikTok,#Education,Post,Canada,506215,303740,98918,36904,Medium
Post_339,2022-08-19,Instagram,#Education,Video,Canada,961039,320162,73066,32,Low
Post_406,2023-10-16,Instagram,#Education,Live Stream,Canada,166638,52495,86474,5523,Low
Post_454,2022-07-16,Instagram,#Education,Shorts,Canada,2388920,44750,78711,21652,Low
Post_531,2022-01-12,TikTok,#Education,Reel,Canada,4387929,389906,66441,34423,Low
Post_588,2022-06-24,TikTok,#Education,Reel,Canada,2716465,376170,83061,34545,High
Post_821,2023-04-22,Instagram,#Education,Video,Canada,224135,47344,43245,29392,High
Post_909,2023-11-17,Instagram,#Education,Video,Canada,3373468,255416,34814,25166,Medium
Post_912,2022-02-15,TikTok,#Education,Video,Canada,4757293,394313,78165,31965,Medium
Post_963,2022-11-16,TikTok,#Education,Post,Canada,1499664,207319,88398,30665,Low
Post_1159,2022-07-21,TikTok,#Education,Live Stream,Canada,136335,97707,63913,30021,Low
Post_1247,2023-10-31,Instagram,#Education,Post,Canada,3188483,368317,49091,21981,Low
Post_1315,2023-10-10,Instagram,#Education,Reel,Canada,330476,485696,2619,4585,Low
Post_1438,2022-06-29,Instagram,#Education,Reel,Canada,1786017,418903,61845,42763,Medium
Post_1506,2023-04-01,Instagram,#Education,Tweet,Canada,3923269,38803,3269,25920,High
Post_1668,2022-08-02,TikTok,#Education,Shorts,Canada,295569,56857,20351,49993,Medium
Post_1712,2022-03-21,Instagram,#Education,Live Stream,Canada,4431420,316236,20710,28465,High
Post_2227,2022-09-21,Instagram,#Education,Video,Canada,646803,49231,73332,4583,High
Post_2265,2022-07-01,Instagram,#Education,Live Stream,Canada,4306085,274903,59924,38017,High
Post_2324,2023-05-04,TikTok,#Education,Live Stream,Canada,2993394,381818,62760,25589,High
Post_2585,2022-05-11,TikTok,#Education,Shorts,Canada,4341647,156740,34892,8881,Low
Post_2693,2023-10-23,TikTok,#Education,Post,Canada,1497125,92835,28862,26779,High
Post_2800,2022-02-25,TikTok,#Education,Reel,Canada,2097593,470212,25616,38553,Low
Post_3031,2023-02-16,Instagram,#Education,Live Stream,Canada,1889280,209379,52856,26935,Medium
Post_3283,2022-02-06,Instagram,#Education,Post,Canada,1020700,433852,77135,31850,High
Post_3318,2023-10-16,Instagram,#Education,Reel,Canada,812354,499312,94311,6281,Low
Post_4249,2023-10-08,TikTok,#Education,Post,Canada,2574505,125322,94933,48545,Low
Post_4321,2023-09-19,Instagram,#Education,Tweet,Canada,3031467,389739,73465,30244,Medium
Post_4483,2022-07-11,Instagram,#Education,Post,Canada,2160970,332512,86309,47146,High
Post_4611,2023-06-22,TikTok,#Education,Tweet,Canada,705892,101699,448,9268,High
Post_4680,2023-04-01,TikTok,#Education,Video,Canada,3991932,471738,76124,24497,Medium
Post_4821,2022-09-03,TikTok,#Education,Reel,Canada,4546658,30623,82064,42992,Medium
Post_4847,2023-03-21,Instagram,#Education,Live Stream,Canada,2896863,371193,92745,30595,Low
Post_4959,2022-04-29,TikTok,#Education,Post,Canada,3957723,349050,99451,7861,Low
Post_4980,2023-05-24,Instagram,#Education,Reel,Canada,4568680,105032,26554,3674,Medium
Post_4989,2022-06-08,TikTok,#Education,Live Stream,Canada,2982589,275137,89488,42308,High
Post_137,2022-10-08,Instagram,#Fashion,Tweet,Canada,1438248,223413,84930,42774,Low
Post_247,2022-10-01,TikTok,#Fashion,Video,Canada,3290858,250085,41283,20251,High
Post_297,2023-12-19,TikTok,#Fashion,Reel,Canada,864256,437954,60063,46333,High
Post_396,2022-02-18,Instagram,#Fashion,Live Stream,Canada,4151557,244562,87770,44396,Low
Post_440,2022-01-26,TikTok,#Fashion,Video,Canada,2815018,235401,12601,10518,Medium
Post_503,2023-01-05,Instagram,#Fashion,Live Stream,Canada,3419646,34941,95591,9327,Medium
Post_578,2023-01-15,Instagram,#Fashion,Post,Canada,2126836,135067,2582,34647,Medium
Post_1651,2022-11-26,TikTok,#Fashion,Tweet,Canada,2503297,250047,1748,27674,Medium
Post_1778,2022-05-06,Instagram,#Fashion,Post,Canada,194757,207872,13510,3589,Medium
Post_1903,2023-07-08,TikTok,#Fashion,Reel,Canada,1398792,421151,45599,7589,High
Post_1989,2022-04-26,TikTok,#Fashion,Tweet,Canada,1408093,364412,43196,35593,Medium
Post_2536,2022-11-26,TikTok,#Fashion,Post,Canada,3955213,127357,29753,3803,Medium
Post_2707,2022-07-12,Instagram,#Fashion,Reel,Canada,2711659,266006,6741,40856,Medium
Post_2839,2022-10-21,Instagram,#Fashion,Shorts,Canada,965970,292954,63900,42310,Medium
Post_3381,2023-11-24,TikTok,#Fashion,Reel,Canada,4398635,277525,1448,43645,Medium
Post_3399,2023-03-11,TikTok,#Fashion,Video,Canada,995769,32736,66718,23569,Low
Post_3466,2022-12-29,Instagram,#Fashion,Tweet,Canada,1566853,216701,96557,24597,High
Post_3537,2022-09-16,TikTok,#Fashion,Post,Canada,1583843,6578,52,33598,High
Post_3662,2023-06-23,TikTok,#Fashion,Live Stream,Canada,560795,11735,2475,2473,High
Post_3684,2023-10-30,Instagram,#Fashion,Tweet,Canada,1390945,422057,94191,34407,Low
Post_3688,2022-12-02,Instagram,#Fashion,Post,Canada,2241319,22674,17632,11763,High
Post_3823,2022-05-06,TikTok,#Fashion,Video,Canada,4057482,290718,88697,48722,Medium
Post_4011,2022-08-14,TikTok,#Fashion,Post,Canada,3531840,194082,70643,39446,Medium
Post_4233,2023-09-07,TikTok,#Fashion,Shorts,Canada,3901334,463445,48617,36800,Low
Post_4256,2022-03-08,TikTok,#Fashion,Video,Canada,2783501,63860,82509,16462,High
Post_4759,2022-12-30,Instagram,#Fashion,Video,Canada,1602283,403609,7724,20596,Medium
Post_4763,2022-09-08,TikTok,#Fashion,Reel,Canada,1519302,486312,88398,108,High
Post_4826,2023-11-02,Instagram,#Fashion,Live Stream,Canada,2780097,314928,38702,22810,Low
Post_4919,2022-01-06,Instagram,#Fashion,Reel,Canada,520087,176014,18821,29899,Low
Post_86,2022-10-05,TikTok,#Fitness,Shorts,Canada,907386,52457,77192,32870,High
Post_180,2022-10-05,Instagram,#Fitness,Tweet,Canada,4888613,414422,11933,23903,High
Post_233,2022-03-08,TikTok,#Fitness,Post,Canada,2095875,78244,43598,16006,Low
Post_561,2023-09-15,TikTok,#Fitness,Video,Canada,1568096,365320,56390,19992,Low
Post_983,2022-09-02,TikTok,#Fitness,Shorts,Canada,3269647,395557,90552,37531,Medium
Post_1233,2023-12-03,Instagram,#Fitness,Reel,Canada,80333,106027,74544,43880,Low
Post_1257,2023-10-08,TikTok,#Fitness,Live Stream,Canada,2288198,160224,63631,2779,High
Post_1391,2022-07-12,TikTok,#Fitness,Reel,Canada,3806689,20540,47457,9403,High
Post_1411,2023-12-01,Instagram,#Fitness,Shorts,Canada,1270114,443977,12624,5006,Medium
Post_1442,2022-10-01,TikTok,#Fitness,Tweet,Canada,2090020,106952,66241,31466,Low
Post_1467,2022-05-17,Instagram,#Fitness,Shorts,Canada,2249841,97823,18276,5221,High
Post_1810,2023-08-05,TikTok,#Fitness,Post,Canada,2282731,406474,94993,28457,High
Post_1861,2022-07-10,Instagram,#Fitness,Live Stream,Canada,4515285,443710,6736,11422,High
Post_1868,2023-07-24,TikTok,#Fitness,Post,Canada,3000891,433393,20337,17183,Medium
Post_2162,2023-02-17,TikTok,#Fitness,Shorts,Canada,119572,481352,83967,27291,Low
Post_2366,2023-04-08,TikTok,#Fitness,Tweet,Canada,2069657,384667,92434,33853,Medium
Post_2489,2023-06-27,TikTok,#Fitness,Tweet,Canada,3257070,20757,52198,42698,Medium
Post_2610,2023-03-01,Instagram,#Fitness,Reel,Canada,4144067,133720,86090,44322,Low
Post_2672,2023-08-28,Instagram,#Fitness,Shorts,Canada,3583230,21976,19513,33330,Low
Post_2774,2023-10-06,Instagram,#Fitness,Reel,Canada,3634352,280654,38955,13864,Low
Post_2821,2022-03-05,TikTok,#Fitness,Reel,Canada,4713541,333744,29836,35318,Medium
Post_3486,2022-07-05,Instagram,#Fitness,Video,Canada,1650691,213362,16662,28984,Medium
Post_3540,2023-05-01,Instagram,#Fitness,Post,Canada,2899386,288198,97504,29093,Low
Post_3555,2022-01-06,TikTok,#Fitness,Tweet,Canada,4714948,284181,38342,14433,High
Post_3574,2023-11-27,TikTok,#Fitness,Video,Canada,311340,294623,67461,44987,Low
Post_3733,2022-05-17,TikTok,#Fitness,Tweet,Canada,4975716,395122,48100,20122,Low
Post_3908,2022-09-10,TikTok,#Fitness,Reel,Canada,287898,92831,33257,5160,Low
Post_4045,2022-08-16,TikTok,#Fitness,Live Stream,Canada,4561998,433892,13968,41674,Medium
Post_4125,2022-11-12,Instagram,#Fitness,Reel,Canada,3353507,138181,13507,12087,Low
Post_4269,2022-10-15,Instagram,#Fitness,Video,Canada,3247449,388272,6238,25311,Medium
Post_4287,2023-10-12,Instagram,#Fitness,Tweet,Canada,1701218,219365,32346,9017,Medium
Post_4341,2023-07-04,Instagram,#Fitness,Reel,Canada,3274826,163123,83423,21320,High
Post_4381,2023-07-25,Instagram,#Fitness,Live Stream,Canada,1176367,412820,10950,43729,Low
Post_4479,2022-02-11,Instagram,#Fitness,Shorts,Canada,521996,477724,90232,45777,High
Post_4562,2022-03-20,TikTok,#Fitness,Shorts,Canada,2106161,458518,62036,19006,Medium
Post_4814,2023-11-11,TikTok,#Fitness,Tweet,Canada,4852422,454011,36924,24724,Low
Post_29,2023-09-30,Instagram,#Gaming,Live Stream,Canada,1653907,91836,77370,2823,Low
Post_64,2023-12-05,Instagram,#Gaming,Shorts,Canada,1142030,212596,72334,18,High
Post_618,2023-12-12,Instagram,#Gaming,Post,Canada,3053227,132150,49242,48892,High
Post_1109,2022-06-18,Instagram,#Gaming,Post,Canada,4284095,435610,44348,35611,High
